name,designation,ra,ra_err,dec,dec_err,w1_mean,w1_mean_err,w1_median,w1_median_err,w1_min,w1_min_err,w1_max,w1_max_err,w1_snr,w1_snr_min,w1_snr_max,w1_num_pts,w1_epochs,w1_amplitude,w1_var_ratio,w1_mean_median,w1_M_value,w1_fap,w1_sde,w1_power,w1_period,w1_baseline,w1_sigp,w1_in_sigp,w1_brighter_sigp,w1_fainter_sigp,w2_mean,w2_mean_err,w2_median,w2_median_err,w2_min,w2_min_err,w2_max,w2_max_err,w2_snr,w2_snr_min,w2_snr_max,w2_num_pts,w2_epochs,w2_amplitude,w2_var_ratio,w2_mean_median,w2_M_value,w2_fap,w2_sde,w2_power,w2_period,w2_baseline,w2_sigp,w2_in_sigp,w2_brighter_sigp,w2_fainter_sigp,w3_mean,w3_mean_err,w3_snr,w4_mean,w4_mean_err,w4_snr,w1_w2,delta_time,cadence,epochs,qual_flag,pmra,pmra_err,pmdec,pmdec_err,wiseview
325899163483416704,J020734.02+333129.13,31.891826,0.39457,33.524726,0.39294,15.177,0.129,15.176,0.121,14.662,0.092,15.682,0.181,8.806,2.2,12.8,272,23,1.02,0.81,0.001,0.496,0.002,11.95,0.1063977777445175,0.0184502518492448,15.14,0.131,55.88,16.18,27.94,14.238,0.214,14.196,0.198,13.692,0.157,15.363,0.529,5.392,-1.4,9.1,272,23,1.671,0.81,0.042,0.698,0.0,12.9,0.13269342887593,0.0164593656956787,14.162,0.194,61.76,9.93,28.31,11.008,0.429,1.206,7.657,0.349,1.263,0.939,4944.899,0.13,23,SS,169.84296438978097,0.15075096,-25.8498555041446,0.20191388,http://byw.tools/wiseview#ra=31.89176441110915&dec=33.524757861746856&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4963617807621683712,J021832.20-393631.93,34.634521,0.329063,-39.608809,0.310997,14.92,0.102,14.907,0.096,14.585,0.119,16.16,0.289,11.079,3.8,15.1,378,23,1.575,0.85,0.013,0.796,0.012,10.34,0.0631717362151859,0.0108567772542736,14.903,0.109,65.08,14.29,20.63,14.862,0.342,14.848,0.333,14.116,0.238,15.565,,2.956,-5.7,6.3,378,23,1.449,0.87,0.014,0.495,0.0,13.35,0.1086081254537237,0.1432798899714414,14.878,0.321,74.6,12.17,13.23,11.389,,0.525,7.775,0.459,0.842,0.059,4910.498,0.066,23,SS,501.8217069412515,0.02139262,81.13740759166811,0.025708454,http://byw.tools/wiseview#ra=34.63416496726178&dec=-39.60886808676028&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
216683956238279168,J034306.51+320138.81,55.777207,0.435545,32.027452,0.445665,14.809,0.13,14.75,0.119,14.378,0.096,16.481,,8.845,-0.8,12.6,69,21,2.103,0.82,0.059,0.823,0.0,10.78,0.410592033323342,0.0232888097915229,14.759,0.101,46.38,23.19,30.43,14.746,0.42,14.763,0.453,13.933,,15.326,,1.428,-1.2,4.1,69,21,1.393,0.9,-0.017,0.404,0.003,8.86,0.3193071901041777,0.0396596262940006,14.768,0.29,66.67,18.84,14.49,9.437,0.109,10.225,6.897,0.31,3.525,0.063,4731.773,0.394,22,SS,48.77049560904969,0.03727002,-67.7696879328806,0.029840559,http://byw.tools/wiseview#ra=55.777130632140754&dec=32.02744661077224&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
63126196662620416,J034323.21+195816.19,55.846716,0.319364,19.971249,0.32696,14.785,0.104,14.77,0.095,14.377,0.088,15.378,0.258,10.992,4.0,15.0,252,22,1.001,1.0,0.015,0.607,0.002,11.16,0.0997575169213742,0.0447675013117505,14.76,0.1,61.9,15.48,22.62,14.633,0.314,14.651,0.308,13.668,0.259,15.395,0.49,3.291,-0.4,6.5,252,22,1.727,0.76,-0.018,0.431,0.005,11.1,0.1142127034245326,0.0964472979337197,14.658,0.266,69.05,16.67,14.29,11.037,,0.888,7.636,0.493,1.05,0.152,4940.246,0.13,22,SS,75.52925494088046,0.046182968,161.81394929017478,0.032730933,http://byw.tools/wiseview#ra=55.84669517197853&dec=19.971163897615&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3302846072717868416,J035522.18+094718.05,58.842531,0.353529,9.788369,0.367355,14.96,0.116,14.951,0.108,14.585,0.126,15.538,0.17,9.871,2.6,14.2,254,22,0.953,0.93,0.009,0.616,0.007,9.99,0.0963511873307027,0.022787287319101,14.911,0.112,58.66,11.81,29.53,14.803,0.376,14.819,0.381,13.86,,15.562,,2.374,-4.3,5.6,254,22,1.702,0.87,-0.016,0.437,0.011,9.47,0.0945542664534635,0.036889156923896,14.855,0.305,62.2,24.41,13.39,11.092,,0.583,7.613,,0.957,0.157,4940.368,0.13,22,SS,173.27410124015998,0.03520729,-5.569188780863079,0.02492708,http://byw.tools/wiseview#ra=58.84239878109967&dec=9.788346084659436&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
499960104796222976,J042128.26+701417.47,65.36785,0.333424,70.23811,0.33863,14.988,0.108,14.976,0.102,14.65,0.124,15.478,0.26,10.457,3.7,14.9,374,22,0.828,0.8,0.012,0.606,0.002,13.33,0.0767551823622397,0.0516049739027198,14.945,0.114,61.5,12.03,26.47,14.958,0.365,14.939,0.364,14.103,0.183,15.689,,2.554,-2.9,6.4,373,22,1.586,0.99,0.019,0.473,0.001,12.45,0.1040918988430944,0.0356770243529013,14.937,0.346,79.41,7.75,12.57,11.264,0.424,0.94,7.771,,0.675,0.03,4941.623,0.066,22,SS,120.13488988453294,0.015902152,-118.27954860254532,0.019089162,http://byw.tools/wiseview#ra=65.36774465992877&dec=70.23818725547183&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4891567154251463680,J043334.07-275324.96,68.392232,0.304617,-27.890266,0.311597,14.891,0.099,14.886,0.093,14.572,0.094,16.111,,11.281,1.9,14.7,367,22,1.539,0.9,0.005,0.796,0.001,11.8,0.0746847053687568,0.0743883673780857,14.859,0.107,66.76,11.17,22.07,14.808,0.318,14.799,0.31,13.979,0.177,15.563,0.53,3.327,-2.5,7.1,367,22,1.584,0.83,0.009,0.482,0.008,10.24,0.0803608457398037,0.2177295004052623,14.824,0.306,73.02,14.44,12.53,11.339,,0.844,7.767,0.333,1.114,0.083,4940.75,0.066,22,SS,391.858440015184,0.039869215,-6.178163293582611,0.05088932,http://byw.tools/wiseview#ra=68.39195603631312&dec=-27.89026691337325&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3306722607119077120,J043345.07+124240.13,68.437819,0.378069,12.711147,0.394941,14.982,0.121,14.962,0.111,14.545,0.102,15.631,0.192,9.459,3.0,13.7,264,22,1.086,0.8,0.02,0.616,0.001,11.06,0.1096764121712588,0.6330444648326764,14.969,0.114,65.15,14.39,20.45,14.772,0.371,14.788,0.365,13.234,0.255,15.503,0.528,2.398,-0.6,5.7,263,22,2.269,0.92,-0.016,0.315,0.005,11.21,0.1061626296344523,0.0425863956733375,14.821,0.297,70.45,18.56,10.61,11.13,0.462,1.057,7.614,0.401,0.988,0.21,4946.074,0.131,22,SS,98.9922681465868,0.04025603,-14.39769732761123,0.028651884,http://byw.tools/wiseview#ra=68.43779586213405&dec=12.71114645559168&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
203931163247581184,J043839.38+410930.60,69.664162,0.341557,41.158532,0.357318,14.95,0.113,14.939,0.107,14.509,0.137,15.646,0.21,10.005,4.8,14.2,237,22,1.137,0.6,0.011,0.622,0.005,11.11,0.1039534741322465,0.015636076459561,14.976,0.111,58.23,28.27,13.5,14.687,0.324,14.68,0.309,13.872,,15.557,0.54,3.227,0.2,6.2,237,22,1.685,0.88,0.007,0.52,0.014,9.86,0.1105579294967994,0.0220558722105427,14.618,0.278,71.31,9.7,18.99,11.285,,1.8,7.712,,0.633,0.262,4940.929,0.131,22,SS,5.053535157182743,0.041127324,-109.67835391946991,0.03406305,http://byw.tools/wiseview#ra=69.66408842676107&dec=41.15849975102289&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3242153305741855744,J051403.27+080010.24,78.513431,0.300765,8.002635,0.31877,14.758,0.101,14.748,0.094,14.196,0.13,15.114,0.125,11.218,1.8,15.6,292,22,0.918,1.0,0.01,0.399,0.0,15.18,0.1220123783637644,0.1210646791587467,14.738,0.098,65.41,11.99,22.6,14.716,0.335,14.726,0.325,12.271,,15.511,0.542,3.095,-0.1,6.9,291,22,3.24,0.79,-0.01,0.242,0.006,10.34,0.0933341867602404,0.1485743751790171,14.679,0.284,65.75,14.38,19.52,11.272,,0.733,7.702,,0.64,0.043,4941.246,0.13,22,SS,-221.45884548380403,0.048025027,-305.4617134205661,0.03652569,http://byw.tools/wiseview#ra=78.51360511043823&dec=8.002844237563085&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
261664427174056320,J051529.86+502138.99,78.874478,0.347899,50.360651,0.369952,15.008,0.114,15.013,0.11,14.622,0.084,15.458,0.145,9.944,4.9,14.4,127,22,0.836,0.96,-0.005,0.532,0.0,10.98,0.2134855712590726,0.0168134019011521,15.042,0.116,55.91,29.13,14.96,14.874,0.354,14.858,0.336,14.007,0.247,15.489,0.506,2.684,-1.8,6.2,126,22,1.482,1.0,0.016,0.426,0.015,7.22,0.21157028815191,2.137856083883581,14.942,0.324,77.17,13.39,8.66,11.342,,0.3,7.73,,0.833,0.134,4941.029,0.196,22,SS,-143.54352855147488,0.042854402,-170.9278738559889,0.036973868,http://byw.tools/wiseview#ra=78.87440422352716&dec=50.36082940189755&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3015008531455357824,J052240.71-080232.11,80.669702,0.30835,-8.042253,0.329563,14.88,0.101,14.873,0.096,14.568,0.103,15.565,0.182,11.119,5.8,15.0,271,22,0.997,0.89,0.007,0.694,0.001,11.76,0.0976622243531307,0.0109107020619078,14.879,0.106,61.99,19.56,18.45,14.805,0.338,14.812,0.322,14.063,,15.658,0.527,3.043,-0.6,6.3,271,22,1.595,0.94,-0.007,0.53,0.005,10.41,0.1077084153542636,0.0166065033974235,14.707,0.306,74.54,5.54,19.93,11.232,,1.0,7.723,,0.867,0.076,4941.365,0.13,22,SS,42.52833802741095,0.027483948,-134.66827430496443,0.020813374,http://byw.tools/wiseview#ra=80.66963711666105&dec=-8.042253503183481&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3338258765268407552,J053210.43+101633.07,83.043438,0.356174,10.275869,0.375223,14.949,0.116,14.93,0.109,14.54,0.119,15.526,0.208,9.79,4.3,14.1,250,22,0.986,0.86,0.019,0.604,0.009,9.98,0.0972178952236714,0.0137702897772755,14.898,0.111,59.6,10.0,30.4,14.822,0.359,14.813,0.358,13.863,,15.494,0.5,2.634,-1.3,6.1,249,22,1.631,0.87,0.009,0.418,0.003,11.29,0.1332303175079931,0.0160891544000166,14.811,0.31,73.2,11.2,15.2,11.301,,0.35,7.745,0.432,1.075,0.127,4941.283,0.13,22,SS,-33.479724386108934,0.037515104,17.696908924951433,0.024946941,http://byw.tools/wiseview#ra=83.04344796105157&dec=10.27585354917697&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
4795556287084999552,J053753.41-475805.29,84.472669,0.403195,-47.968084,0.420325,15.348,0.136,15.345,0.13,14.935,0.226,15.839,0.218,8.283,3.7,12.2,366,22,0.904,0.88,0.003,0.546,0.01,10.45,0.0673870867670538,0.0226298366667694,15.335,0.148,66.39,15.57,18.03,14.808,0.308,14.799,0.293,11.114,0.031,15.714,0.536,3.546,-0.9,35.2,364,22,4.6,0.9,0.009,0.199,0.0,12.9,0.0861472289340117,0.0347219830806289,14.759,0.306,72.4,8.47,18.58,11.162,0.382,1.837,7.596,0.444,1.328,0.54,4942.836,0.131,22,SS,-28.95653099934,0.03638023,-12.32175792027146,0.034322694,http://byw.tools/wiseview#ra=84.47255445702002&dec=-47.96813724518009&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
962995581174346112,J060308.72+451827.79,90.786297,0.361471,45.307751,0.387945,15.072,0.12,15.061,0.113,14.704,0.081,15.54,0.161,9.448,4.2,13.4,241,22,0.836,0.91,0.011,0.573,0.002,10.64,0.0997557139958814,0.0508278267394241,14.996,0.121,57.26,7.47,35.27,14.804,0.357,14.825,0.352,13.841,0.187,15.606,,2.81,-0.6,5.8,241,22,1.765,0.86,-0.021,0.442,0.0,12.37,0.1273294161354785,0.025892080996957,14.815,0.305,70.12,15.77,14.11,11.283,,0.75,7.755,,0.7,0.268,4941.251,0.131,22,SS,59.10416786799856,0.034530386,-65.47686000368053,0.026796293,http://byw.tools/wiseview#ra=90.78631969686197&dec=45.30771894213396&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5480556532316697216,J070219.62-585005.79,105.581695,0.304968,-58.83513,0.341028,14.819,0.089,14.815,0.087,14.268,0.076,15.261,0.121,12.341,6.5,15.9,177,21,0.993,0.69,0.004,0.449,0.003,10.03,0.1286262888838791,0.0844287469242804,14.778,0.102,69.49,5.65,24.86,14.823,0.293,14.814,0.27,13.803,0.163,15.613,0.46,3.765,0.9,6.8,177,21,1.81,0.83,0.009,0.441,0.0,11.49,0.1752525705995099,0.0330694782821552,14.805,0.31,73.45,11.86,14.69,11.338,0.472,1.016,7.705,0.368,1.188,-0.005,4943.178,0.198,21,SS,-47.78955069102536,0.026415111,201.7712788289768,0.026687749,http://byw.tools/wiseview#ra=105.58174887557112&dec=-58.83494116227909&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3112786176370258688,J070245.83+000318.72,105.691009,0.393337,0.055253,0.433116,15.141,0.131,15.131,0.126,14.556,0.147,15.754,0.18,8.629,4.0,12.5,164,22,1.198,0.73,0.01,0.52,0.01,8.96,0.1329135539207743,0.2642963239029903,15.125,0.127,57.32,19.51,23.17,14.759,0.329,14.76,0.329,13.878,0.173,15.612,,3.099,-0.8,8.4,164,22,1.734,0.88,-0.001,0.491,0.023,8.85,0.1849579347110354,0.0138289679030492,14.786,0.293,73.17,15.24,11.59,11.222,,1.0,7.747,0.543,0.943,0.382,4941.663,0.131,22,SS,-35.00640255498212,0.030126207,-17.456106785341177,0.027592931,http://byw.tools/wiseview#ra=105.69096766002586&dec=0.0551990794870516&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3166062806131275136,J071808.39+122955.83,109.534781,0.346815,12.498847,0.387635,14.992,0.117,15.002,0.109,14.59,0.085,15.566,0.186,9.749,2.4,13.4,207,21,0.976,0.93,-0.01,0.578,0.005,9.4,0.1212519473974267,0.3742285957293078,14.984,0.114,66.18,16.43,17.39,14.803,0.364,14.803,0.359,13.962,,15.606,,2.62,-0.6,7.2,205,21,1.644,0.91,0.0,0.488,0.004,10.65,0.1517860033675623,0.0329575009615797,14.864,0.305,63.77,21.74,13.53,11.145,0.338,1.233,7.727,,0.45,0.189,4941.612,0.131,21,SS,-237.9834015460075,0.053393655,-185.32433289735263,0.05085365,http://byw.tools/wiseview#ra=109.53495165248346&dec=12.498841447832824&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1081813343155426560,J075601.11+574152.80,119.004517,0.314757,57.697738,0.352305,15.002,0.108,14.996,0.102,14.601,0.122,15.805,0.171,10.436,3.6,14.7,310,21,1.204,0.92,0.006,0.672,0.003,11.05,0.0852834609158234,0.0326989898617399,14.989,0.115,65.81,14.19,20.0,14.898,0.351,14.918,0.341,13.803,,15.665,0.518,2.869,-0.1,6.1,310,21,1.862,0.77,-0.02,0.401,0.013,9.93,0.0750706103463887,0.0578814106109569,14.873,0.33,76.77,10.0,13.23,11.133,0.39,1.567,7.75,,0.686,0.104,4941.74,0.066,21,SS,-63.73408242992328,0.02347584,-438.4435326396916,0.024291327,http://byw.tools/wiseview#ra=119.00460878543224&dec=57.69800026354319&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1081504483467714176,J080227.67+563155.24,120.615224,0.369061,56.53202,0.416386,15.247,0.131,15.234,0.121,14.855,0.081,16.066,0.295,8.734,3.4,13.4,291,21,1.211,0.97,0.013,0.687,0.002,12.2,0.1001049212892826,0.0510466182629465,15.214,0.137,62.89,13.75,23.37,14.74,0.302,14.728,0.287,13.883,0.209,15.434,0.516,3.547,-8.2,7.0,290,21,1.551,0.97,0.012,0.455,0.014,9.3,0.0894781547654968,0.0322385013695728,14.815,0.289,66.32,23.37,9.97,11.177,,1.188,7.742,0.45,1.08,0.508,4941.711,0.066,21,SS,-36.47443553795468,0.030940246,-13.36819223322737,0.038592316,http://byw.tools/wiseview#ra=120.61530860006717&dec=56.532012020555776&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5727044602354184960,J082403.31-121942.93,126.01374,0.322286,-12.328513,0.359728,14.991,0.108,14.983,0.102,14.593,0.114,16.886,,10.361,-7.8,14.7,295,22,2.293,0.89,0.008,0.83,0.003,11.7,0.0944996682746747,0.036275845689254,14.975,0.114,65.76,17.29,16.95,14.933,0.376,14.942,0.368,13.92,,15.712,,2.503,-19.7,5.1,295,22,1.792,0.82,-0.009,0.43,0.0,12.95,0.1158836419627176,0.0132206488459677,14.951,0.339,73.9,13.9,12.2,11.38,,0.5,7.676,,1.067,0.057,4941.483,0.066,22,SS,-37.10057659813778,0.02577984,45.501841840152565,0.023459213,http://byw.tools/wiseview#ra=126.01378395512684&dec=-12.328591079642454&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5648566371510973824,J090633.56-262657.35,136.639841,0.321146,-26.449359,0.364939,14.997,0.109,14.99,0.105,14.621,0.11,15.589,0.23,10.325,4.0,15.6,310,22,0.968,0.85,0.007,0.619,0.0,13.11,0.0961330987493503,0.0221869848768735,14.997,0.115,60.0,21.61,18.39,14.924,0.358,14.928,0.352,14.117,,15.707,,2.685,-6.0,6.7,310,22,1.59,0.82,-0.004,0.49,0.0,10.55,0.120994006117984,0.0950824549174503,14.924,0.337,77.42,10.97,11.61,11.302,,1.325,7.779,,0.82,0.073,4940.458,0.066,22,SS,36.92064458712132,0.059754226,-83.00554733553102,0.058668382,http://byw.tools/wiseview#ra=136.63982166578865&dec=-26.44926337031484&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5427528254746168192,J091600.98-421523.94,139.004066,0.297638,-42.25677,0.338626,14.887,0.103,14.871,0.098,14.535,0.084,15.569,0.163,10.919,4.4,15.1,425,22,1.034,0.96,0.016,0.675,0.014,10.37,0.0542972667547371,0.0136621033870774,14.845,0.107,53.41,15.53,31.06,14.772,0.313,14.756,0.297,13.924,,15.678,,3.455,-0.9,7.2,425,22,1.754,0.9,0.016,0.526,0.0,14.51,0.0943318236498444,0.0255176260158289,14.684,0.297,68.47,8.24,23.29,11.246,0.418,1.791,7.76,,0.718,0.114,4940.643,0.066,22,SS,24.67367223295178,0.043734502,-203.55737909832035,0.046979647,http://byw.tools/wiseview#ra=139.0040832179856&dec=-42.25664880142436&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1131562121144696960,J091914.60+772349.08,139.810756,0.291479,77.396932,0.331697,14.924,0.101,14.918,0.096,14.606,0.071,15.601,0.144,11.178,4.4,15.7,457,22,0.995,0.91,0.006,0.686,0.0,9.93,0.0729668203150023,3.714711774079575,14.878,0.11,61.93,12.04,26.04,14.888,0.337,14.88,0.323,14.163,0.22,15.747,0.537,3.064,-0.9,8.7,456,22,1.584,0.83,0.008,0.547,0.029,9.29,0.0652024407886981,0.0319245881384943,14.94,0.328,74.62,16.41,8.75,11.392,,0.656,7.826,0.541,1.013,0.036,4942.273,0.066,22,SS,-40.06858243019308,0.02423951,-106.73554507338856,0.030462725,http://byw.tools/wiseview#ra=139.81085386869563&dec=77.39696793335482&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5326521550338070272,J091918.15-473353.86,139.825693,0.564506,-47.56489,0.64778,15.332,0.179,15.254,0.149,14.054,0.057,16.601,0.479,7.13,1.8,19.0,71,20,2.547,0.61,0.078,0.529,0.048,6.83,0.382180352949714,0.0236039513177637,15.166,0.146,40.85,22.54,36.62,14.974,0.386,14.998,0.383,13.001,0.082,15.748,,1.958,-1.5,13.2,71,20,2.747,0.84,-0.024,0.273,0.0,10.21,0.3625919343754142,0.037758990712449,14.85,0.35,67.61,4.23,28.17,11.279,0.429,1.65,7.71,0.311,1.2,0.357,4939.661,0.393,21,SS,0.0913679164779246,0.0315729,32.076909375594184,0.032231174,http://byw.tools/wiseview#ra=139.82560976612564&dec=-47.56496187734316&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3820383996887145088,J094346.56-070355.64,145.943921,0.306338,-7.065647,0.345853,14.9,0.104,14.873,0.096,14.594,0.076,16.396,,10.909,0.6,15.0,258,22,1.802,1.0,0.027,0.845,0.003,10.95,0.1040879136217016,0.0405286638133992,14.861,0.108,58.91,16.28,24.81,14.751,0.334,14.749,0.319,13.487,0.231,15.552,0.531,3.001,-7.0,6.6,258,22,2.065,0.79,0.002,0.389,0.0,10.04,0.1343887373800522,0.3430049561546047,14.746,0.291,71.71,13.57,14.73,11.249,,0.96,7.748,,0.7,0.15,4940.29,0.13,22,SS,-51.39503362934271,0.047754858,-431.6592484875028,0.043778874,http://byw.tools/wiseview#ra=145.94399301668562&dec=-7.065455075265035&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3828424828500179584,J100338.70-033757.90,150.911182,0.32697,-3.632807,0.368635,14.961,0.108,14.956,0.102,14.596,0.103,15.374,0.201,10.393,5.1,15.0,269,22,0.778,0.86,0.005,0.537,0.029,9.87,0.0759993655514765,0.1046163654401035,14.942,0.112,62.08,15.24,22.68,14.794,0.369,14.804,0.36,13.306,,15.499,0.47,2.505,-5.3,5.7,268,22,2.193,0.82,-0.01,0.317,0.0,12.71,0.1163072971595502,0.0164076959092393,14.893,0.303,64.68,24.91,10.04,11.021,0.386,1.062,7.542,,1.04,0.167,4939.95,0.131,22,SS,-133.07806707488098,0.0353704,-64.7228939475669,0.032215886,http://byw.tools/wiseview#ra=150.9112590106573&dec=-3.632750476465428&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
5391794195555570048,J104646.30-414641.00,161.693099,0.334236,-41.778136,0.380407,15.02,0.112,15.008,0.105,14.508,0.075,15.828,0.189,10.127,3.7,14.5,330,22,1.32,1.0,0.012,0.621,0.003,11.91,0.0842412711817561,0.0269931542988903,14.991,0.117,58.18,17.27,24.55,14.936,0.358,14.92,0.351,14.135,0.144,15.625,0.507,2.607,-0.6,7.5,330,22,1.49,0.95,0.016,0.473,0.021,9.42,0.0922169213077818,0.0421272765272657,14.916,0.34,75.45,10.3,14.24,11.223,0.312,1.782,7.841,0.3,1.22,0.084,4734.131,0.066,22,SS,211.42842004951453,0.021706764,-134.33425398855383,0.032107566,http://byw.tools/wiseview#ra=161.69292830525222&dec=-41.77805425928982&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
1692520339315508224,J121653.21+745526.55,184.222204,0.372809,74.924071,0.389599,15.207,0.122,15.185,0.115,14.779,0.099,15.817,0.206,9.218,3.6,13.7,328,22,1.038,0.78,0.022,0.609,0.001,11.31,0.078884714786808,0.0156074882160907,15.188,0.133,65.55,13.41,21.04,14.832,0.312,14.812,0.303,14.024,,15.531,0.511,3.49,-0.5,7.4,328,22,1.507,0.83,0.02,0.477,0.003,11.01,0.0945329537021425,0.164982133804572,14.761,0.313,70.12,8.54,21.34,11.438,,0.57,7.807,0.429,0.792,0.375,4941.515,0.131,22,SS,-20.86999523739617,0.0630126,78.25320129965098,0.062391862,http://byw.tools/wiseview#ra=184.22171473097623&dec=74.92404059679005&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
3583181371265430656,J122747.23-081438.62,186.946717,0.308383,-8.24407,0.350763,14.861,0.105,14.851,0.097,14.522,0.071,15.281,0.217,10.814,4.9,15.2,254,22,0.759,0.96,0.01,0.567,0.002,12.92,0.1069043316094289,0.034236490058631,14.783,0.105,57.48,5.51,37.01,14.715,0.347,14.721,0.344,13.157,,15.429,0.508,2.887,-1.5,6.6,254,22,2.272,0.86,-0.006,0.312,0.0,12.82,0.1454257973201743,0.0275133956747042,14.722,0.284,63.78,16.54,19.69,11.03,0.507,1.1,7.508,0.259,1.333,0.146,4731.256,0.13,23,SS,-122.05370378199072,0.03538712,-40.46064132344012,0.026136175,http://byw.tools/wiseview#ra=186.9467793391232&dec=-8.244061136675237&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
6275184065428686464,J135907.44-233328.07,209.780783,0.299435,-23.557822,0.338673,14.822,0.1,14.809,0.092,14.3,0.096,15.331,0.155,11.311,2.9,15.2,282,23,1.031,0.97,0.013,0.506,0.0,11.59,0.0902126171718036,0.0191660652079482,14.762,0.102,60.64,7.09,32.27,14.757,0.36,14.766,0.349,13.514,,15.587,0.542,2.657,-2.1,5.8,282,23,2.073,0.82,-0.009,0.396,0.0,12.23,0.1280515819578107,0.016426330413177,14.74,0.293,62.77,17.02,20.21,11.152,0.436,0.908,7.646,,1.013,0.066,4910.817,0.131,23,SS,-333.5313971251573,0.03873091,-55.41278361342987,0.03865529,http://byw.tools/wiseview#ra=209.7809831556128&dec=-23.55779742063628&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
6329136310728635776,J142054.30-090509.50,215.226062,0.280581,-9.085981,0.314184,14.687,0.093,14.687,0.088,14.324,0.118,15.094,0.161,12.054,5.0,17.0,275,23,0.77,0.76,0.0,0.529,0.001,10.76,0.0980077045146539,0.0258572113537386,14.667,0.093,62.55,16.0,21.45,14.616,0.319,14.643,0.303,13.444,0.312,15.402,0.532,3.137,-3.9,6.5,274,23,1.958,0.88,-0.027,0.388,0.004,11.0,0.094401642715559,0.0423342810563956,14.636,0.263,64.73,19.27,15.64,11.091,0.345,1.142,7.592,,0.779,0.07,4910.823,0.13,23,SS,-474.3375075615244,0.24897033,-46.00172596847388,0.20952061,http://byw.tools/wiseview#ra=215.2262553539713&dec=-9.08597335089032&size=105&speed=50&band=3&minbright=-50&maxbright=100&window=1.5&zoom=10&gaia=1&outer_epochs=0
